PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
1cs8	Homo sapiens 	3.4.22.15	
4fnc	Homo sapiens 	3.2.2.29	
1x9d	Homo sapiens 	3.2.1.113	
2dr0	Homo sapiens 	3.1.1.1	
2dr0	Homo sapiens 	3.1.1.56	
2qk9	Homo sapiens 	3.1.26.4	
1cqr	Homo sapiens 	3.4.24.17	
2y7z	Homo sapiens 	3.4.21.6	
2qk5	Homo sapiens 	3.4.23.46	
2y7x	Homo sapiens 	3.4.21.6	
2y96	Homo sapiens 	3.1.3.16	
2y96	Homo sapiens 	3.1.3.48	
1pjp	Homo sapiens 	3.4.21.39	
1pl0	Homo sapiens 	3.5.4.10	
1e3c	Homo sapiens 	3.1.6.8	
2f1z	Homo sapiens 	3.4.19.12	
3ens	Homo sapiens 	3.4.21.6	
2f1y	Homo sapiens 	3.4.19.12	
2f1x	Homo sapiens 	3.4.19.12	
2f1w	Homo sapiens 	3.4.19.12	
2dos	Homo sapiens 	3.4.19.12	
2wuc	Homo sapiens 	3.4.21	
2wub	Homo sapiens 	3.4.21	
1pja	Homo sapiens 	3.1.2.22	
1cpu	Homo sapiens 	3.2.1.1	
3g0h	Homo sapiens 	3.6.4.13	
1e2s	Homo sapiens 	3.1.6.8	
3g0g	Homo sapiens 	3.4.14.5	
3g0d	Homo sapiens 	3.4.14.5	
2doi	Homo sapiens 	3.4.21.7	
3g0c	Homo sapiens 	3.4.14.5	
2doh	Homo sapiens 	3.4.21.7	
3g0b	Homo sapiens 	3.4.14.5	
2f1g	Homo sapiens 	3.4.22.27	
1pk4	Homo sapiens 	3.4.21.7	
2y82	Homo sapiens 	3.4.21.6	
1pk2	Homo sapiens 	3.4.21.68	
2y81	Homo sapiens 	3.4.21.6	
2y80	Homo sapiens 	3.4.21.6	
2f0z	Homo sapiens 	3.2.1.18	
4fll	Homo sapiens 	3.4.11.18	
2f29	Homo sapiens 	3.2.1.18	
3eo3	Homo sapiens 	3.2.1.183	
4flk	Homo sapiens 	3.4.11.18	
2f28	Homo sapiens 	3.2.1.18	
4flj	Homo sapiens 	3.4.11.18	
2f27	Homo sapiens 	3.2.1.18	
2y6e	Homo sapiens 	3.4.19.12	
4fli	Homo sapiens 	3.4.11.18	
2y6d	Homo sapiens 	3.4.24.23	
1e1z	Homo sapiens 	3.1.6.8	
2f26	Homo sapiens 	3.2.1.18	
2y6c	Homo sapiens 	3.4.24.23	
3kyr	Homo sapiens 	3.4.23.46	
2f25	Homo sapiens 	3.2.1.18	
2dnr	Homo sapiens 	3.1.3.36	
2f24	Homo sapiens 	3.2.1.18	
1e33	Homo sapiens 	3.1.6.8	
2jzi	Homo sapiens 	3.1.3.16	
4fm8	Homo sapiens 	3.4.23.46	
4fm7	Homo sapiens 	3.4.23.46	
2wsl	Homo sapiens 	3.1.1.8	
2y5l	Homo sapiens 	3.1.3.11	
2y5k	Homo sapiens 	3.1.3.11	
2y5h	Homo sapiens 	3.4.21.6	
2y5g	Homo sapiens 	3.4.21.6	
2y5f	Homo sapiens 	3.4.21.6	
3elo	Homo sapiens 	3.1.1.4	
3elm	Homo sapiens 	3.4.24	
2jyw	Homo sapiens 	3.5.4.14	
2y5b	Homo sapiens 	3.4.19.12	
2f13	Homo sapiens 	3.2.1.18	
2f12	Homo sapiens 	3.2.1.18	
2f11	Homo sapiens 	3.2.1.18	
2f10	Homo sapiens 	3.2.1.18	
1x6c	Homo sapiens 	3.1.3.48	
1cp3	Homo sapiens 	3.4.22.56	
1e21	Homo sapiens 	3.1.27.5	
3ela	Homo sapiens 	3.4.21.21	
1x5z	Homo sapiens 	3.1.3.48	
1e0f	Homo sapiens 	3.4.21.5	
3kwz	Homo sapiens 	3.4.22.38	
2qfe	Homo sapiens 	3.4.22	
2qfd	Homo sapiens 	3.6.4.13	
1vsn	Homo sapiens 	3.4.22.38	
1x70	Homo sapiens 	3.4.14.5	
2qfb	Homo sapiens 	3.6.4.13	
2dn7	Homo sapiens 	3.1.3.48	
2jxy	Homo sapiens 	3.4.24.65	
3kwn	Homo sapiens 	3.4.22.27	
3kwj	Homo sapiens 	3.4.14.5	
2dlh	Homo sapiens 	3.1.3.48	
3kwf	Homo sapiens 	3.4.14.5	
2qep	Homo sapiens 	3.1.3.48	
2dle	Homo sapiens 	3.1.3.48	
3kwb	Homo sapiens 	3.4.22.38	
4fit	Homo sapiens 	3.6.1.29	
1pfq	Homo sapiens 	3.4.14.5	
1ph0	Homo sapiens 	3.1.3.48	
3kx1	Homo sapiens 	3.4.22.38	
2dko	Homo sapiens 	3.4.22.56	
1pex	Homo sapiens 	3.4.24	
3kvf	Homo sapiens 	3.4.19.12	
2qdp	Homo sapiens 	3.1.3.48	
2qdm	Homo sapiens 	3.1.3.48	
2wpm	Homo sapiens 	3.4.21.22	
2wpl	Homo sapiens 	3.4.21.22	
2wpk	Homo sapiens 	3.4.21.22	
2wpj	Homo sapiens 	3.4.21.22	
1x51	Homo sapiens 	3.2.2	
2wpi	Homo sapiens 	3.4.21.22	
3kw9	Homo sapiens 	3.4.22.38	
1ixd	Homo sapiens 	3.4.19.12	
2qdc	Homo sapiens 	3.1.3.48	
2wph	Homo sapiens 	3.4.21.22	
3eiq	Homo sapiens 	3.6.4.13	
1ixa	Homo sapiens 	3.4.21.22	
2dju	Homo sapiens 	3.1.3.48	
3eio	Homo sapiens 	3.4.14.5	
2dl6	Homo sapiens 	3.6.4.12	
3kw5	Homo sapiens 	3.4.19.12	
3rbu	Homo sapiens 	3.4.17.21	
1iwz	Homo sapiens 	3.2.1.17	
1iwy	Homo sapiens 	3.2.1.17	
1iwx	Homo sapiens 	3.2.1.17	
1iww	Homo sapiens 	3.2.1.17	
1iwv	Homo sapiens 	3.2.1.17	
1iwu	Homo sapiens 	3.2.1.17	
2qct	Homo sapiens 	3.1.3.48	
1iwt	Homo sapiens 	3.2.1.17	
1iy4	Homo sapiens 	3.2.1.17	
2djg	Homo sapiens 	3.4.14.1	
1iy3	Homo sapiens 	3.2.1.17	
2djf	Homo sapiens 	3.4.14.1	
4fgx	Homo sapiens 	3.4.23.46	
1ckh	Homo sapiens 	3.2.1.17	
1ckg	Homo sapiens 	3.2.1.17	
3ehy	Homo sapiens HME	3.4.24.65	
1ckf	Homo sapiens 	3.2.1.17	
2qcj	Homo sapiens 	3.1.3.48	
3ehx	Homo sapiens HME	3.4.24.65	
3ehw	Homo sapiens 	3.6.1.23	
1ckd	Homo sapiens 	3.2.1.17	
2y1l	Homo sapiens 	3.4.22.61	
1ckc	Homo sapiens 	3.2.1.17	
2y1k	Homo sapiens 	3.1.1.8	
1vr1	Homo sapiens 	3.4.21.5	
2y1h	Homo sapiens 	3.1.21	
1cjy	Homo sapiens 	3.1.1.4	
1cjy	Homo sapiens 	3.1.1.5	
3rc8	Homo sapiens 	3.6.4.13	
3kv2	Homo sapiens 	3.5.3.1	
2woa	Homo sapiens 	3.4.24.65	
3rau	Homo sapiens 	3.1.3.48	
1ivy	Homo sapiens 	3.4.16.5	
3rc3	Homo sapiens 	3.6.4.13	
2qbs	Homo sapiens 	3.1.3.48	
2qbr	Homo sapiens 	3.1.3.48	
2qbq	Homo sapiens 	3.1.3.48	
1cjl	Homo sapiens 	3.4.22.15	
2qbp	Homo sapiens 	3.1.3.48	
3raj	Homo sapiens 	3.2.2.5	
1ix0	Homo sapiens 	3.2.1.17	
2y0j	Homo sapiens 	3.1.4.17	
2y0j	Homo sapiens 	3.1.4.35	
1ciz	Homo sapiens 	3.4.24.17	
2y0b	Homo sapiens 	3.4.22.56	
3egk	Homo sapiens 	3.4.21.5	
1ck7	Homo sapiens 	3.4.24.24	
3egh	Homo sapiens 	3.1.3.16	
3egg	Homo sapiens 	3.1.3.16	
2l80	Homo sapiens 	3.4.19.12	
2wo9	Homo sapiens 	3.4.24.65	
2wo8	Homo sapiens 	3.4.24.65	
3kse	Homo sapiens 	3.4.22.15	
5gds	Homo sapiens 	3.4.21.5	
2dgz	Homo sapiens 	3.6.4.12	
3kry	Homo sapiens 	3.4.24	
1pbh	Homo sapiens 	3.4.22.1	
1cj9	Homo sapiens 	3.2.1.17	
2l5u	Homo sapiens 	3.6.4.12	
3m61	Homo sapiens 	3.4.21.73	
1cj8	Homo sapiens 	3.2.1.17	
1cj7	Homo sapiens 	3.2.1.17	
2l75	Homo sapiens 	3.6.4.12	
1cj6	Homo sapiens 	3.2.1.17	
4fea	Homo sapiens 	3.4.22.60	
1itv	Homo sapiens 	3.4.24.35	
1k88	Homo sapiens 	3.4.22.60	
1itu	Homo sapiens 	3.4.13.19	
1k86	Homo sapiens 	3.4.22.60	
1itq	Homo sapiens 	3.4.13.19	
1pau	Homo sapiens 	3.4.22.56	
1k6m	Homo sapiens 	3.1.3.46	
2jsd	Homo sapiens 	3.4.24	
4fdl	Homo sapiens 	3.4.22.60	
4fdj	Homo sapiens 	3.1.6.4	
4fdi	Homo sapiens 	3.1.6.4	
4a9c	Homo sapiens 	3.1.3.86	
2jt6	Homo sapiens 	3.4.24.17	
2jt5	Homo sapiens 	3.4.24.17	
2wm8	Homo sapiens 	3.1.3.48	
1cgl	Homo sapiens 	3.4.24.7	
3kqe	Homo sapiens 	3.4.21.6	
3kqd	Homo sapiens 	3.4.21.6	
3kqc	Homo sapiens 	3.4.21.6	
2jri	Homo sapiens 	3.4.19.12	
3kqb	Homo sapiens 	3.4.21.6	
1cgh	Homo sapiens 	3.4.21.20	
1ism	Homo sapiens 	3.2.2.5	
3edz	Homo sapiens 	3.4.24.86	
1cgf	Homo sapiens 	3.4.24.7	
3edy	Homo sapiens 	3.4.14.9	
1cge	Homo sapiens 	3.4.24.7	
1isj	Homo sapiens 	3.2.2.5	
1isi	Homo sapiens 	3.2.2.5	
1ish	Homo sapiens 	3.2.2.5	
2wkl	Homo sapiens 	3.2.1.45	
1isg	Homo sapiens 	3.2.2.5	
1isf	Homo sapiens 	3.2.2.5	
2dey	Homo sapiens 	3.5.3.15	
2dex	Homo sapiens 	3.5.3.15	
3edr	Homo sapiens 	3.4.22.60	
2dew	Homo sapiens 	3.5.3.15	
4fck	Homo sapiens 	3.5.3.1	
3edq	Homo sapiens 	3.4.22.56	
1k5b	Homo sapiens 	3.1.27	
4fci	Homo sapiens 	3.5.3.1	
1k5a	Homo sapiens 	3.1.27	
4fcd	Homo sapiens 	3.1.4.17	
4fcd	Homo sapiens 	3.1.4.35	
3edi	Homo sapiens 	3.4.24	
1iry	Homo sapiens 	3.6.1.55	
1iry	Homo sapiens 	3.6.1.56	
3edh	Homo sapiens 	3.4.24.19	
4fcb	Homo sapiens 	3.1.4.17	
4fcb	Homo sapiens 	3.1.4.35	
2l54	Homo sapiens 	3.5.4	
3edg	Homo sapiens 	3.4.24.19	
2wjy	Homo sapiens 	3.6.1	
1it6	Homo sapiens 	3.1.3.16	
2wjv	Homo sapiens 	3.6.1	
2jqk	Homo sapiens 	3.6.4.6	
4a94	Homo sapiens 	3.4.17	
2jqh	Homo sapiens 	3.6.4.6	
1cfi	Homo sapiens 	3.4.21.22	
1cfh	Homo sapiens 	3.4.21.22	
1cff	Homo sapiens 	3.6.3.8	
2wjo	Homo sapiens 	3.4.23.46	
1pa1	Homo sapiens 	3.1.3.48	
4a7i	Homo sapiens 	3.4.21.6	
3ee6	Homo sapiens 	3.4.14.9	
4fbn	Homo sapiens 	3.1.4.11	
2ddy	Homo sapiens 	3.4.24.23	
3m37	Homo sapiens 	3.4.21.6	
3m36	Homo sapiens 	3.4.21.6	
3ee0	Homo sapiens 	3.4.21.5	
3ecn	Homo sapiens 	3.1.4.17	
4a7b	Homo sapiens 	3.4.24	
3ecm	Homo sapiens 	3.1.4.17	
1vkg	Homo sapiens 	3.5.1.98	
3koo	Homo sapiens 	3.1.3.76	
3koo	Homo sapiens 	3.3.2.10	
1k59	Homo sapiens 	3.1.27	
1k58	Homo sapiens 	3.1.27	
2ddk	Homo sapiens 	3.1.3.25	
2ddf	Homo sapiens 	3.4.24.86	
1iqn	Homo sapiens 	3.4.21.6	
2wk3	Homo sapiens 	3.4.24.56	
1iqm	Homo sapiens 	3.4.21.6	
1iql	Homo sapiens 	3.4.21.6	
1iqk	Homo sapiens 	3.4.21.6	
1iqj	Homo sapiens 	3.4.21.6	
2l2d	Homo sapiens 	3.4.19.12	
2win	Homo sapiens 	3.4.21.47	
1iqi	Homo sapiens 	3.4.21.6	
4a6l	Homo sapiens 	3.4.21.59	
1iqh	Homo sapiens 	3.4.21.6	
2wil	Homo sapiens 	3.1.1.8	
1ceb	Homo sapiens 	3.4.21.7	
1iqg	Homo sapiens 	3.4.21.6	
2wik	Homo sapiens 	3.1.1.8	
1cea	Homo sapiens 	3.4.21.7	
1iqf	Homo sapiens 	3.4.21.6	
2wij	Homo sapiens 	3.1.1.8	
1iqe	Homo sapiens 	3.4.21.6	
3ebq	Homo sapiens 	3.4.22	
2wig	Homo sapiens 	3.1.1.8	
1k3b	Homo sapiens 	3.4.14.1	
2wif	Homo sapiens 	3.1.1.8	
2wid	Homo sapiens 	3.1.1.8	
2jq9	Homo sapiens 	3.6.4.6	
1vja	Homo sapiens 	3.4.21.73	
3eba	Homo sapiens 	3.2.1.17	
4a5t	Homo sapiens 	3.4.21.7	
4a5s	Homo sapiens 	3.4.14.5	
3m0c	Homo sapiens 	3.4.21	
2jog	Homo sapiens 	3.1.3.16	
3eay	Homo sapiens 	3.4.22.68	
3eax	Homo sapiens 	3.1.3.48	
2joa	Homo sapiens 	3.4.21	
3kmy	Homo sapiens 	3.4.23.46	
3kmx	Homo sapiens 	3.4.23.46	
1k2a	Homo sapiens 	3.1.27.5	
2l0s	Homo sapiens 	3.4.21.7	
2jnp	Homo sapiens 	3.4.24.17	
4a69	Homo sapiens 	3.5.1.98	
3eab	Homo sapiens 	3.6.4.3	
3kme	Homo sapiens 	3.4.24.86	
3kmc	Homo sapiens 	3.4.24.86	
1vj9	Homo sapiens 	3.4.21.73	
2wgp	Homo sapiens 	3.1.3.16	
2wgp	Homo sapiens 	3.1.3.48	
1vj5	Homo sapiens 	3.1.3.76	
1vj5	Homo sapiens 	3.3.2.10	
2pzg	Homo sapiens 	3.6.3.49	
1vhr	Homo sapiens 	3.1.3.16	
1vhr	Homo sapiens 	3.1.3.48	
2pzf	Homo sapiens 	3.6.3.49	
2pze	Homo sapiens 	3.6.3.49	
4fa0	Homo sapiens 	3.1.1.32	
4fa0	Homo sapiens 	3.1.1.4	
1ioe	Homo sapiens 	3.4.21.6	
2pzd	Homo sapiens 	3.4.21.108	
1ioc	Homo sapiens 	3.2.1.17	
4a4d	Homo sapiens 	3.6.4.13	
3eb1	Homo sapiens 	3.1.3.48	
3kn0	Homo sapiens 	3.4.23.46	
3qz2	Homo sapiens 	3.4.24.56	
2dak	Homo sapiens 	3.4.19.12	
1inu	Homo sapiens 	3.2.1.17	
1ip7	Homo sapiens 	3.2.1.17	
1ip6	Homo sapiens 	3.2.1.17	
1ip5	Homo sapiens 	3.2.1.17	
1ip4	Homo sapiens 	3.2.1.17	
2dag	Homo sapiens 	3.4.19.12	
1ip3	Homo sapiens 	3.2.1.17	
1ip2	Homo sapiens 	3.2.1.17	
1k22	Homo sapiens 	3.4.21.5	
1ip1	Homo sapiens 	3.2.1.17	
1k21	Homo sapiens 	3.4.21.5	
4a3p	Homo sapiens 	3.4.19.12	
4a3o	Homo sapiens 	3.4.19.12	
3qwz	Homo sapiens 	3.6.4.6	
3kkt	Homo sapiens 	3.1.4.17	
3km4	Homo sapiens 	3.4.23.15	
2db2	Homo sapiens 	3.6.4.13	
2pxx	Homo sapiens 	3.4.24.71	
1caq	Homo sapiens 	3.4.24.17	
2wez	Homo sapiens 	3.4.23.46	
4a2y	Homo sapiens 	3.1.27	
2wey	Homo sapiens 	3.1.4.17	
2wey	Homo sapiens 	3.1.4.35	
1oyt	Homo sapiens 	3.4.21.5	
4a2o	Homo sapiens 	3.1.27	
3qwc	Homo sapiens 	3.4.21.5	
1oyn	Homo sapiens 	3.1.4.17	
1imf	Homo sapiens 	3.1.3.25	
1ime	Homo sapiens 	3.1.3.25	
1imd	Homo sapiens 	3.1.3.25	
1imc	Homo sapiens 	3.1.3.25	
1imb	Homo sapiens 	3.1.3.25	
2wef	Homo sapiens 	3.1.3.7	
3kl6	Homo sapiens 	3.4.21.6	
1ima	Homo sapiens 	3.1.3.25	
3qx9	Homo sapiens 	3.1.26	
3kjq	Homo sapiens 	3.4.22.61	
3qx8	Homo sapiens 	3.1.26	
3kjn	Homo sapiens 	3.4.22.61	
3qx5	Homo sapiens 	3.4.21.5	
1cb5	Homo sapiens 	3.4.22.40	
2jm1	Homo sapiens 	3.6.4.12	
3kjf	Homo sapiens 	3.4.22.56	
2r9p	Homo sapiens 	3.4.21.4	
2r9o	Homo sapiens 	3.4.22.27	
2r9n	Homo sapiens 	3.4.22.27	
2wf4	Homo sapiens 	3.4.23.46	
2r9m	Homo sapiens 	3.4.22.27	
2jkh	Homo sapiens 	3.4.21.6	
2wf3	Homo sapiens 	3.4.23.46	
2wf2	Homo sapiens 	3.4.23.46	
3s8e	Homo sapiens 	3.4.22.59	
2wdp	Homo sapiens 	3.4.22.59	
2wf1	Homo sapiens 	3.4.23.46	
4a1n	Homo sapiens 	3.1.30	
2wf0	Homo sapiens 	3.4.23.46	
3s97	Homo sapiens 	3.1.3.48	
1ca8	Homo sapiens 	3.4.21.5	
1vec	Homo sapiens 	3.6.4.13	
2pvw	Homo sapiens 	3.4.17.21	
2pvv	Homo sapiens 	3.4.17.21	
2px6	Homo sapiens 	3.1.2.14	
3s7m	Homo sapiens 	3.4.23.46	
3qum	Homo sapiens 	3.4.21.77	
2pvs	Homo sapiens 	3.1.1.26	
2pvs	Homo sapiens 	3.1.1.3	
3s7l	Homo sapiens 	3.4.23.46	
3s7k	Homo sapiens 	3.4.21.5	
2jjk	Homo sapiens 	3.1.3.11	
3kid	Homo sapiens 	3.4.21.73	
3s7h	Homo sapiens 	3.4.21.5	
1q9p	Homo sapiens 	3.1.13.2	
1q9p	Homo sapiens 	3.1.26.13	
1q9p	Homo sapiens 	3.4.23.16	
2jjd	Homo sapiens 	3.1.3.48	
1q9m	Homo sapiens 	3.1.4.17	
1owk	Homo sapiens 	3.4.21.73	
1owj	Homo sapiens 	3.4.21.73	
1owi	Homo sapiens 	3.4.21.73	
3khv	Homo sapiens 	3.4.21.73	
1owh	Homo sapiens 	3.4.21.73	
2wcg	Homo sapiens 	3.2.1.45	
4a0d	Homo sapiens 	3.2.1.143	
1owe	Homo sapiens 	3.4.21.73	
1owd	Homo sapiens 	3.4.21.73	
3qtv	Homo sapiens 	3.4.21.5	
2pw8	Homo sapiens 	3.4.21.5	
3qto	Homo sapiens 	3.4.21.5	
2wby	Homo sapiens 	3.4.24.56	
2pw3	Homo sapiens 	3.1.4.17	
2puq	Homo sapiens 	3.4.21.21	
1vcu	Homo sapiens 	3.2.1.18	
2jid	Homo sapiens 	3.4.14.5	
1q8l	Homo sapiens 	3.6.3.4	
3s5z	Homo sapiens 	3.2.1.22	
3s5y	Homo sapiens 	3.2.1.22	
2wbd	Homo sapiens 	3.1.3.11	
2wbb	Homo sapiens 	3.1.3.11	
3kgp	Homo sapiens 	3.4.21.73	
3dzk	Homo sapiens 	3.2.2.5	
3dzj	Homo sapiens 	3.2.2.5	
3dzi	Homo sapiens 	3.2.2.5	
3dzh	Homo sapiens 	3.2.2.5	
3dzg	Homo sapiens 	3.2.2.5	
3dzf	Homo sapiens 	3.2.2.5	
2way	Homo sapiens 	3.6.4.13	
3s70	Homo sapiens 	3.4.22.59	
2wax	Homo sapiens 	3.6.4.13	
1q7x	Homo sapiens 	3.1.3.48	
2r6n	Homo sapiens 	3.4.22.38	
1q7s	Homo sapiens 	3.1.1.29	
1q92	Homo sapiens 	3.1.3.5	
2wc0	Homo sapiens 	3.4.24.56	
1q91	Homo sapiens 	3.1.3.5	
1q7l	Homo sapiens 	3.5.1.14	
1ouj	Homo sapiens 	3.2.1.17	
3dys	Homo sapiens 	3.1.4.35	
1oui	Homo sapiens 	3.2.1.17	
1ouh	Homo sapiens 	3.2.1.17	
3dyq	Homo sapiens 	3.1.4.35	
1oug	Homo sapiens 	3.2.1.17	
1ouf	Homo sapiens 	3.2.1.17	
1oue	Homo sapiens 	3.2.1.17	
3dyn	Homo sapiens 	3.1.4.35	
4exg	Homo sapiens 	3.4.23.46	
1oud	Homo sapiens 	3.2.1.17	
3kfq	Homo sapiens 	3.4.22.43	
1ouc	Homo sapiens 	3.2.1.17	
3dyl	Homo sapiens 	3.1.4.35	
1oub	Homo sapiens 	3.2.1.17	
1oua	Homo sapiens 	3.2.1.17	
2psy	Homo sapiens 	3.4.21	
2psx	Homo sapiens 	3.4.21	
2czk	Homo sapiens 	3.1.3.25	
2jgn	Homo sapiens 	3.6.4.13	
1iht	Homo sapiens 	3.4.21.5	
2czi	Homo sapiens 	3.1.3.25	
1ihs	Homo sapiens 	3.4.21.5	
2czh	Homo sapiens 	3.1.3.25	
1q6t	Homo sapiens 	3.1.3.48	
1q6s	Homo sapiens 	3.1.3.48	
4ey8	Homo sapiens 	3.1.1.7	
4ey7	Homo sapiens 	3.1.1.7	
3s4e	Homo sapiens 	3.1.3.16	
3s4e	Homo sapiens 	3.1.3.48	
4ey6	Homo sapiens 	3.1.1.7	
1q6p	Homo sapiens 	3.1.3.48	
4ey5	Homo sapiens 	3.1.1.7	
4ey4	Homo sapiens 	3.1.1.7	
1q6n	Homo sapiens 	3.1.3.48	
1q6m	Homo sapiens 	3.1.3.48	
4ewo	Homo sapiens 	3.4.23.46	
2jga	Homo sapiens 	3.1.3.5	
1q6k	Homo sapiens 	3.4.22.38	
4ey0	Homo sapiens 	3.1.4.11	
1q6j	Homo sapiens 	3.1.3.48	
4g9j	Homo sapiens 	3.1.3.16	
2jh6	Homo sapiens 	3.4.21.5	
2jh5	Homo sapiens 	3.4.21.5	
1bzs	Homo sapiens 	3.4.24.34	
3kek	Homo sapiens 	3.4.24	
3kej	Homo sapiens 	3.4.24	
2jh0	Homo sapiens 	3.4.21.5	
3keh	Homo sapiens 	3.2.1.45	
2jfk	Homo sapiens 	3.1.2.14	
1q5u	Homo sapiens 	3.6.1.23	
3kec	Homo sapiens 	3.4.24	
1bzj	Homo sapiens 	3.1.3.48	
1bzh	Homo sapiens 	3.1.3.48	
2jfe	Homo sapiens 	3.2.1.21	
2jfd	Homo sapiens 	3.1.2.14	
1bzc	Homo sapiens 	3.1.3.48	
3dy8	Homo sapiens 	3.1.4.35	
4g8l	Homo sapiens 	3.1.26	
1q5h	Homo sapiens 	3.6.1.23	
4g8k	Homo sapiens 	3.1.26	
3qpw	Homo sapiens 	3.1.3.46	
3qpv	Homo sapiens 	3.1.3.46	
3qpu	Homo sapiens 	3.1.3.46	
2jg4	Homo sapiens 	3.4.24.56	
2r59	Homo sapiens 	3.3.2.6	
3s2o	Homo sapiens 	3.4.23.46	
3f9c	Homo sapiens 	3.1.1.47	
3dwb	Homo sapiens 	3.4.24.71	
1q4n	Homo sapiens 	3.2.1.1	
3f8s	Homo sapiens 	3.4.14.5	
2cy7	Homo sapiens 	3.4.22	
1orf	Homo sapiens 	3.4.21.78	
3qq8	Homo sapiens 	3.6.4.6	
3qq7	Homo sapiens 	3.6.4.6	
3ke0	Homo sapiens 	3.2.1.45	
2r2w	Homo sapiens 	3.4.21.73	
2e9m	Homo sapiens 	3.2.1.21	
3f8g	Homo sapiens 	3.1.27.5	
2e9l	Homo sapiens 	3.2.1.21	
1q3x	Homo sapiens 	3.4.21.104	
3kcg	Homo sapiens 	3.4.21.22	
1os9	Homo sapiens 	3.4.24.65	
2pr3	Homo sapiens 	3.4.21.6	
2r2m	Homo sapiens 	3.4.21.5	
3qof	Homo sapiens 	3.6.5	
2ppl	Homo sapiens 	3.1.1.3	
1os2	Homo sapiens 	3.4.24.65	
3duy	Homo sapiens 	3.4.23.46	
3dux	Homo sapiens 	3.4.21.5	
3f98	Homo sapiens 	3.1.1.47	
3dw8	Homo sapiens 	3.1.3.16	
3f97	Homo sapiens 	3.1.1.47	
3kbz	Homo sapiens 	3.1.3.11	
3f96	Homo sapiens 	3.1.1.47	
1q3f	Homo sapiens 	3.2.2.27	
3qnw	Homo sapiens 	3.4.22.59	
3qnu	Homo sapiens 	3.6.5	
1q3a	Homo sapiens 	3.4.24.22	
1by8	Homo sapiens 	3.4.22.38	
3s24	Homo sapiens 	3.1.3.33	
3s0n	Homo sapiens 	3.4.21.39	
2pq5	Homo sapiens 	3.1.3.16	
2pq5	Homo sapiens 	3.1.3.48	
3kbh	Homo sapiens 	3.4.17.23	
2jcm	Homo sapiens 	3.1.3.5	
1d9i	Homo sapiens 	3.4.21.5	
3qnf	Homo sapiens 	3.4.11	
2poj	Homo sapiens 	3.4.24.65	
3f6y	Homo sapiens 	3.2.2.5	
3f6u	Homo sapiens 	3.4.21.69	
3dv5	Homo sapiens 	3.4.23.46	
3dv1	Homo sapiens 	3.4.23.46	
3f81	Homo sapiens 	3.1.3.16	
3f81	Homo sapiens 	3.1.3.48	
3f80	Homo sapiens 	3.5.3.1	
2jbu	Homo sapiens 	3.4.24.56	
3kc1	Homo sapiens 	3.1.3.11	
3kc0	Homo sapiens 	3.1.3.11	
2r28	Homo sapiens Bos taurus	3.1.3.16	
1d8m	Homo sapiens 	3.4.24.17	
2jbk	Homo sapiens 	3.4.17.21	
2jbj	Homo sapiens 	3.4.17.21	
2r0l	Homo sapiens 	3.4.21	
1q33	Homo sapiens 	3.6.1.13	
2r0k	Homo sapiens 	3.4.21	
1d8f	Homo sapiens 	3.4.24.17	
1q1m	Homo sapiens 	3.1.3.48	
4ern	Homo sapiens 	3.6.4.12	
1icf	Homo sapiens 	3.4.22.15	
1ook	Homo sapiens 	3.4.21.5	
4et0	Homo sapiens 	3.4.19.5	
4et0	Homo sapiens 	3.5.1.1	
1ice	Homo sapiens 	3.4.22.36	
1d7x	Homo sapiens 	3.4.24.17	
2jc9	Homo sapiens 	3.1.3.5	
2jaw	Homo sapiens 	3.1.3	
3qn7	Homo sapiens 	3.4.21.73	
1buv	Homo sapiens 	3.4.24.80	
2jau	Homo sapiens 	3.1.3	
4erc	Homo sapiens 	3.1.3.16	
4erc	Homo sapiens 	3.1.3.48	
2pmw	Homo sapiens 	3.4.21	
3qlp	Homo sapiens 	3.4.21.5	
2r17	Homo sapiens 	3.1.3.3	
3qln	Homo sapiens 	3.6.4.12	
1onz	Homo sapiens 	3.1.3.48	
1ony	Homo sapiens 	3.1.3.48	
2pms	Homo sapiens 	3.4.21	
1op9	Homo sapiens 	3.2.1.17	
1op8	Homo sapiens 	3.4.21.78	
1onv	Homo sapiens 	3.1.3.16	
2jaj	Homo sapiens 	3.5.3.18	
2jai	Homo sapiens 	3.5.3.18	
1bui	Homo sapiens 	3.4.21.7	
1q0p	Homo sapiens 	3.4.21.47	
3qlc	Homo sapiens 	3.6.4.12	
3qla	Homo sapiens 	3.6.4.12	
3f68	Homo sapiens 	3.4.21.5	
1ibc	Homo sapiens 	3.4.22.36	
3dt0	Homo sapiens 	3.4.21.5	
1d6w	Homo sapiens 	3.4.21.5	
1uzf	Homo sapiens 	3.4.15.1	
1uze	Homo sapiens 	3.4.15.1	
3qkq	Homo sapiens 	3.1.3.48	
3qkp	Homo sapiens 	3.1.3.48	
1d6q	Homo sapiens 	3.2.1.17	
2e5k	Homo sapiens 	3.1.3.48	
1iau	Homo sapiens 	3.4.21.79	
1d6p	Homo sapiens 	3.2.1.17	
1oo9	Homo sapiens 	3.4.24.17	
4epy	Homo sapiens 	3.6.5.2	
4epx	Homo sapiens 	3.6.5.2	
4epw	Homo sapiens 	3.6.5.2	
4epv	Homo sapiens 	3.6.5.2	
