PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
2f8v	Homo sapiens 	2.7.11.1	
4fti	Homo sapiens human	2.7.11.1	
3rny	Homo sapiens 	2.7.11.1	
3g90	Homo sapiens 	2.7.11.24	
1r3c	Homo sapiens 	2.7.11.24	
4ftc	Homo sapiens human	2.7.11.1	
4fta	Homo sapiens human	2.7.11.1	
1jdx	Homo sapiens BL(21)DE3PLYSS	2.1.4.1	
1jdw	Homo sapiens 	2.1.4.1	
3euf	Homo sapiens 	2.4.2.3	
3eue	Homo sapiens 	2.4.2.3	
3rnm	Homo sapiens 	2.3.1.168	
4fsz	Homo sapiens human	2.7.11.1	
2qoq	Homo sapiens 	2.7.10.1	
4fsy	Homo sapiens human	2.7.11.1	
3rni	Homo sapiens 	2.7.11.22	
4h5x	Homo sapiens 	2.7.11.21	
2qoo	Homo sapiens 	2.7.10.1	
4fsw	Homo sapiens human	2.7.11.1	
2qon	Homo sapiens 	2.7.10.1	
2f8c	Homo sapiens 	2.5.1.1	
2f8c	Homo sapiens 	2.5.1.10	
1e9h	Homo sapiens 	2.7.11.22	
4fsu	Homo sapiens human	2.7.11.1	
2qol	Homo sapiens 	2.7.10.1	
4fst	Homo sapiens human	2.7.11.1	
2qok	Homo sapiens 	2.7.10.1	
3g6y	Homo sapiens 	2.7.7.7	
1e9f	Homo sapiens 	2.7.4.9	
3g6x	Homo sapiens 	2.7.7.7	
1e9e	Homo sapiens 	2.7.4.9	
4fsr	Homo sapiens human	2.7.11.1	
1cwe	Homo sapiens 	2.7.10.2	
2qoi	Homo sapiens 	2.7.10.1	
1e9d	Homo sapiens 	2.7.4.9	
4fsq	Homo sapiens human	2.7.11.1	
1cwd	Homo sapiens 	2.7.10.2	
3g6v	Homo sapiens 	2.7.7.7	
1e9c	Homo sapiens 	2.7.4.9	
1e9b	Homo sapiens 	2.7.4.9	
4h71	Homo sapiens 	2.7.11.21	
2qof	Homo sapiens 	2.7.10.1	
1e9a	Homo sapiens 	2.7.4.9	
4fsn	Homo sapiens human	2.7.11.1	
4fsm	Homo sapiens human	2.7.11.1	
2qod	Homo sapiens 	2.7.10.1	
2qoc	Homo sapiens 	2.7.10.1	
2qob	Homo sapiens 	2.7.10.1	
2duv	Homo sapiens 	2.7.11.22	
3lau	Homo sapiens 	2.7.11.1	
1e8z	Homo sapiens 	2.7.1.153	
1e8z	Homo sapiens 	2.7.11.1	
2kbx	Homo sapiens 	2.7.11.1	
1e8y	Homo sapiens 	2.7.1.153	
1e8y	Homo sapiens 	2.7.11.1	
3lar	Homo sapiens 	2.4.2.19	
3rmw	Homo sapiens 	2.4.1.186	
2f94	Homo sapiens 	2.5.1.1	
2f94	Homo sapiens 	2.5.1.10	
3rmv	Homo sapiens 	2.4.1.186	
4h5e	Homo sapiens 	2.5.1.1	
4h5e	Homo sapiens 	2.5.1.10	
2f92	Homo sapiens 	2.5.1.1	
2f92	Homo sapiens 	2.5.1.10	
4h5d	Homo sapiens 	2.5.1.1	
4h5d	Homo sapiens 	2.5.1.10	
4h5c	Homo sapiens 	2.5.1.1	
4h5c	Homo sapiens 	2.5.1.10	
2dun	Homo sapiens 	2.7.7.7	
3ro4	Homo sapiens 	2.7.1.3	
1cvs	Homo sapiens 	2.7.10.1	
2f7m	Homo sapiens 	2.5.1.1	
2f7m	Homo sapiens 	2.5.1.10	
2f7k	Homo sapiens 	2.7.1.35	
2qp4	Homo sapiens 	2.8.2.14	
2qp3	Homo sapiens 	2.8.2.14	
1r39	Homo sapiens 	2.7.11.24	
1r1w	Homo sapiens 	2.7.10.1	
3eta	Homo sapiens 	2.7.10.1	
1jcq	Homo sapiens 	2.5.1.58	
1jcq	Homo sapiens 	2.5.1.59	
4ft9	Homo sapiens human	2.7.11.1	
3rmf	Homo sapiens 	2.7.11.22	
4ft7	Homo sapiens human	2.7.11.1	
4ft5	Homo sapiens human	2.7.11.1	
2qnj	Homo sapiens 	2.7.11.1	
4ft3	Homo sapiens human	2.7.11.1	
3eu9	Homo sapiens 	2.3.1	
4ft0	Homo sapiens human	2.7.11.1	
2f89	Homo sapiens 	2.5.1.1	
2f89	Homo sapiens 	2.5.1.10	
2wzd	Homo sapiens 	2.7.2.3	
2wzc	Homo sapiens 	2.7.2.3	
2wzb	Homo sapiens 	2.7.2.3	
1e99	Homo sapiens 	2.7.4.9	
1e98	Homo sapiens 	2.7.4.9	
3t04	Homo sapiens 	2.7.10.2	
2qo9	Homo sapiens 	2.7.10.1	
2qo7	Homo sapiens 	2.7.10.1	
2dtg	Homo sapiens 	2.7.10.1	
2qo2	Homo sapiens 	2.7.10.1	
4h58	Homo sapiens 	2.7.11.1	
1r0p	Homo sapiens 	2.7.10.1	
4h3q	Homo sapiens 	2.7.11.24	
4fs2	Homo sapiens 	2.7.7.7	
4h3p	Homo sapiens 	2.7.11.24	
4fs1	Homo sapiens 	2.7.7.7	
3et7	Homo sapiens 	2.7.10.2	
1vzo	Homo sapiens 	2.7.11.1	
3et3	Homo sapiens 	2.3.1.48	
3et1	Homo sapiens 	2.3.1.48	
1r0e	Homo sapiens 	2.7.11.1	
1r0e	Homo sapiens 	2.7.11.26	
3rm7	Homo sapiens 	2.7.11.22	
2wya	Homo sapiens 	2.3.3.10	
3rm6	Homo sapiens 	2.7.11.22	
4h3b	Homo sapiens 	2.7.11.24	
2qlu	Homo sapiens 	2.7.11.30	
2f5i	Homo sapiens 	2.3.1.57	
2qlr	Homo sapiens 	2.6.1.39	
2qlr	Homo sapiens 	2.6.1.7	
2wxv	Homo sapiens 	2.7.11.22	
1pmv	Homo sapiens 	2.7.11.24	
1pmu	Homo sapiens 	2.7.11.24	
1vyz	Homo sapiens 	2.7.11.22	
1vyw	Homo sapiens 	2.7.11.22	
2qll	Homo sapiens 	2.4.1.1	
1pmq	Homo sapiens 	2.7.11.24	
4fr4	Homo sapiens 	2.7.11.1	
1pmn	Homo sapiens 	2.7.11.24	
3rkb	Homo sapiens 	2.7.11.22	
3eqr	Homo sapiens 	2.7.10.2	
3eqr	Homo sapiens 	2.7.11.1	
2f69	Homo sapiens 	2.1.1.43	
3eqp	Homo sapiens 	2.7.10.2	
3eqp	Homo sapiens 	2.7.11.1	
1pme	Homo sapiens 	2.7.11.24	
1csz	Homo sapiens 	2.7.10.2	
1csy	Homo sapiens 	2.7.10.2	
3g3m	Homo sapiens 	2.4.2.10	
3rjw	Homo sapiens 	2.1.1.43	
3eqi	Homo sapiens 	2.7.12.2	
3eqh	Homo sapiens 	2.7.12.2	
3eqg	Homo sapiens 	2.7.12.2	
3eqf	Homo sapiens 	2.7.12.2	
3eqd	Homo sapiens 	2.7.12.2	
2f4j	Homo sapiens 	2.7.10.2	
3g3d	Homo sapiens 	2.4.2.10	
3eqc	Homo sapiens 	2.7.12.2	
3eqb	Homo sapiens 	2.7.12.2	
3rjk	Homo sapiens 	2.7.7.7	
2qkq	Homo sapiens 	2.7.10.1	
3rjj	Homo sapiens 	2.7.7.7	
3rji	Homo sapiens 	2.7.7.7	
1csk	Homo sapiens 	2.7.10.2	
3rjh	Homo sapiens 	2.7.7.7	
4h39	Homo sapiens 	2.7.11.24	
3rjg	Homo sapiens 	2.7.7.7	
2y9r	Homo sapiens 	2.7.11.1	
3rjf	Homo sapiens 	2.7.7.7	
2y9q	Homo sapiens 	2.7.11.24	
3rje	Homo sapiens 	2.7.7.7	
4h36	Homo sapiens 	2.7.11.24	
3epz	Homo sapiens 	2.1.1.37	
1plo	Homo sapiens 	2.7.11.30	
3rjc	Homo sapiens 	2.7.11.22	
2wwm	Homo sapiens 	2.7.11.1	
2wwk	Homo sapiens 	2.7.11.1	
4h1m	Homo sapiens 	2.7.10.2	
3epp	Homo sapiens 	2.1.1.56	
4h1j	Homo sapiens 	2.7.10.2	
2f57	Homo sapiens 	2.7.11.1	
2wwe	Homo sapiens 	2.7.1.154	
4h1i	Homo sapiens 	2.1.1.45	
3rk9	Homo sapiens 	2.7.11.22	
3rk7	Homo sapiens 	2.7.11.22	
4fod	Homo sapiens 	2.7.10.1	
3epi	Homo sapiens 	2.7.7.7	
3rk5	Homo sapiens 	2.7.11.22	
2ds1	Homo sapiens 	2.7.11.22	
4foc	Homo sapiens 	2.7.10.1	
4fob	Homo sapiens 	2.7.10.1	
3epg	Homo sapiens 	2.7.7.7	
2f3m	Homo sapiens 	2.5.1.18	
3g2g	Homo sapiens 	2.7.1.40	
3g2f	Homo sapiens 	2.7.11.30	
3rin	Homo sapiens DH10B-R	2.7.11.24	
1pkz	Homo sapiens 	2.5.1.18	
2ql6	Homo sapiens 	2.7.1.173	
2ql6	Homo sapiens 	2.7.1.22	
2f3i	Homo sapiens 	2.7.7.6	
1pkx	Homo sapiens 	2.1.2.3	
1pkw	Homo sapiens 	2.5.1.18	
4fnz	Homo sapiens 	2.7.10.1	
4fny	Homo sapiens 	2.7.10.1	
4fnx	Homo sapiens 	2.7.10.1	
1pkt	Homo sapiens 	2.7.1.137	
4fp9	Homo sapiens 	2.1.1	
4fnw	Homo sapiens 	2.7.10.1	
1pks	Homo sapiens 	2.7.1.137	
2y8o	Homo sapiens 	2.7.11.24	
3ric	Homo sapiens 	2.7.7.7	
3rib	Homo sapiens 	2.1.1.43	
2qjf	Homo sapiens 	2.7.1.25	
2qjf	Homo sapiens 	2.7.7.4	
2wvj	Homo sapiens 	2.7.1.21	
2wvi	Homo sapiens 	2.7.11.1	
2qjb	Homo sapiens 	2.7.11.30	
3g33	Homo sapiens 	2.7.11.22	
2qja	Homo sapiens 	2.7.11.30	
1pkg	Homo sapiens 	2.7.10.1	
3eq1	Homo sapiens 	2.5.1.61	
3rhx	Homo sapiens 	2.7.10.1	
1pkd	Homo sapiens 	2.7.11.22	
2f2s	Homo sapiens 	2.3.1.9	
2dpj	Homo sapiens 	2.7.7.7	
2dpi	Homo sapiens 	2.7.7.7	
3eoc	Homo sapiens 	2.7.11.22	
2qis	Homo sapiens 	2.5.1.1	
2qis	Homo sapiens 	2.5.1.10	
2qk4	Homo sapiens 	2.1.2.2	
3rhk	Homo sapiens 	2.7.10.1	
4fmw	Homo sapiens 	2.1.1	
2f2c	Homo sapiens 	2.7.11.22	
4fmu	Homo sapiens 	2.1.1.43	
4fo6	Homo sapiens 	2.7.7.7	
1pl2	Homo sapiens 	2.5.1.18	
1pl1	Homo sapiens 	2.5.1.18	
4fmq	Homo sapiens 	2.7.11.24	
1pl0	Homo sapiens 	2.1.2.3	
4h12	Homo sapiens 	2.1.1.43	
3kzz	Homo sapiens 	2.1.1.63	
2y7j	Homo sapiens 	2.7.11.19	
1pjk	Homo sapiens 	2.7.11.1	
3kzy	Homo sapiens 	2.1.1.63	
4h10	Homo sapiens 	2.3.1.48	
2wuh	Homo sapiens 	2.7.10.1	
2dq7	Homo sapiens 	2.7.10.2	
3enm	Homo sapiens 	2.7.12.2	
2y7a	Homo sapiens 	2.4.1.37	
2y7a	Homo sapiens 	2.4.1.40	
2qj9	Homo sapiens 	2.7.11.30	
1x8b	Homo sapiens 	2.7.10.2	
3g0f	Homo sapiens 	2.7.10.1	
1e2q	Homo sapiens 	2.7.4.9	
3ene	Homo sapiens 	2.7.1.153	
3ene	Homo sapiens 	2.7.11.1	
3g0e	Homo sapiens 	2.7.10.1	
3ri1	Homo sapiens 	2.7.10.1	
2wtw	Homo sapiens 	2.7.11.1	
2wtv	Homo sapiens 	2.7.11.1	
2qhn	Homo sapiens 	2.7.11.1	
2qhm	Homo sapiens 	2.7.11.1	
3rgf	Homo sapiens 	2.7.11.22	
3rgf	Homo sapiens 	2.7.11.23	
1e2g	Homo sapiens 	2.7.4.9	
1e2f	Homo sapiens 	2.7.4.9	
1e2e	Homo sapiens 	2.7.4.9	
1e2d	Homo sapiens 	2.7.4.9	
2wtk	Homo sapiens 	2.7.11.1	
2wtj	Homo sapiens 	2.7.11.1	
2wti	Homo sapiens 	2.7.11.1	
2f0y	Homo sapiens 	2.5.1.58	
2f0y	Homo sapiens 	2.5.1.59	
3g15	Homo sapiens 	2.7.1.32	
3g15	Homo sapiens 	2.7.1.82	
3eo3	Homo sapiens 	2.7.1.60	
2wtd	Homo sapiens 	2.7.11.1	
2dnt	Homo sapiens 	2.3.1.48	
4flh	Homo sapiens 	2.7.1.153	
4flh	Homo sapiens 	2.7.11.1	
2wtc	Homo sapiens 	2.7.11.1	
1e1x	Homo sapiens 	2.7.11.22	
1pic	Homo sapiens 	2.7.1.137	
3rh6	Homo sapiens 	2.7.7.7	
1e1v	Homo sapiens 	2.7.11.22	
3rh5	Homo sapiens 	2.7.7.7	
3rh4	Homo sapiens 	2.7.7.7	
3emg	Homo sapiens 	2.7.10.2	
2wu7	Homo sapiens 	2.7.12.1	
2wu6	Homo sapiens 	2.7.12.1	
2dne	Homo sapiens 	2.3.1.12	
1x6v	Homo sapiens 	2.7.1.25	
1x6v	Homo sapiens 	2.7.7.4	
3g07	Homo sapiens 	2.1.1	
3kxz	Homo sapiens 	2.7.10.2	
3kxx	Homo sapiens 	2.7.10.1	
1x6g	Homo sapiens 	2.7.10.2	
3elj	Homo sapiens 	2.7.11.24	
3kxo	Homo sapiens 	2.5.1.18	
3rep	Homo sapiens 	2.7.11.1	
1x6a	Homo sapiens 	2.7.11.1	
2dmj	Homo sapiens PARP1, ADPRT, PPOL	2.4.2.30	
1e0o	Homo sapiens 	2.7.10.1	
3elb	Homo sapiens 	2.7.7.14	
4fjz	Homo sapiens 	2.7.1.153	
4fjz	Homo sapiens 	2.7.11.1	
4fjy	Homo sapiens 	2.7.1.153	
4fjy	Homo sapiens 	2.7.11.1	
1pgt	Homo sapiens 	2.5.1.18	
2jyi	Homo sapiens 	2.1.1.43	
2y4p	Homo sapiens 	2.7.11.1	
3reb	Homo sapiens 	2.7.10.2	
4fl3	Homo sapiens 	2.7.10.2	
3rea	Homo sapiens 	2.7.10.2	
4fl2	Homo sapiens 	2.7.10.2	
4fl1	Homo sapiens 	2.7.10.2	
1x5l	Homo sapiens 	2.7.10.1	
3ekn	Homo sapiens 	2.7.10.1	
3ekk	Homo sapiens 	2.7.10.1	
3ky2	Homo sapiens 	2.7.10.1	
2qg6	Homo sapiens 	2.7.1.173	
2qg6	Homo sapiens 	2.7.1.22	
4fk6	Homo sapiens 	2.7.10.2	
2wqo	Homo sapiens 	2.7.11.1	
2wqn	Homo sapiens 	2.7.11.1	
4fk3	Homo sapiens 	2.7.11.1	
2wqm	Homo sapiens 	2.7.11.1	
1iyi	Homo sapiens 	2.5.1.18	
1iyh	Homo sapiens 	2.5.1.18	
8jdw	Homo sapiens BL(21)DE3PLYSS	2.1.4.1	
2y3i	Homo sapiens 	2.7.2.3	
3kvx	Homo sapiens 	2.7.11.24	
3kvw	Homo sapiens 	2.7.12.1	
4fij	Homo sapiens 	2.7.11.1	
4fii	Homo sapiens 	2.7.11.1	
2wqe	Homo sapiens 	2.7.11.1	
2dm7	Homo sapiens 	2.7.11.1	
2dku	Homo sapiens 	2.7.11.1	
4fih	Homo sapiens 	2.7.11.1	
4fig	Homo sapiens 	2.7.11.1	
4fif	Homo sapiens 	2.7.11.1	
2wqb	Homo sapiens 	2.7.10.1	
3ejl	Homo sapiens 	2.1.1.45	
3kvq	Homo sapiens 	2.7.10.1	
4fie	Homo sapiens 	2.7.11.1	
2l9u	Homo sapiens 	2.7.10.1	
2dm0	Homo sapiens 	2.7.10.2	
3rcj	Homo sapiens 	2.7.11.1	
3rcd	Homo sapiens 	2.7.10.1	
2jwa	Homo sapiens 	2.7.10.1	
10gs	Homo sapiens 	2.5.1.18	
4fhj	Homo sapiens 	2.7.1.153	
4fhj	Homo sapiens 	2.7.11.1	
2djs	Homo sapiens 	2.7.10.1	
2wpa	Homo sapiens 	2.7.11.22	
1cm8	Homo sapiens 	2.7.11.24	
3kul	Homo sapiens 	2.7.10.1	
3eid	Homo sapiens 	2.7.11.22	
1ckp	Homo sapiens 	2.7.11.22	
2jvn	Homo sapiens 	2.4.2.30	
2y1x	Homo sapiens 	2.1.1.125	
1cm0	Homo sapiens 	2.3.1.48	
2y1w	Homo sapiens 	2.1.1.125	
2wou	Homo sapiens 	2.7.11.30	
1pf8	Homo sapiens 	2.7.11.22	
2wot	Homo sapiens 	2.7.11.30	
3kud	Homo sapiens 	2.7.11.1	
1pf7	Homo sapiens 	2.4.2.1	
3kuc	Homo sapiens 	2.7.11.1	
2qcn	Homo sapiens 	2.4.2.10	
2qcm	Homo sapiens 	2.4.2.10	
2qcl	Homo sapiens 	2.4.2.10	
2qch	Homo sapiens 	2.4.2.10	
3rbb	Homo sapiens 	2.7.10.2	
2qcg	Homo sapiens 	2.4.2.10	
2qcf	Homo sapiens 	2.4.2.10	
1x2p	Homo sapiens 	2.1.1.125	
1vr2	Homo sapiens 	2.7.10.1	
2qce	Homo sapiens 	2.4.2.10	
2qcd	Homo sapiens 	2.4.2.10	
2qcc	Homo sapiens 	2.4.2.10	
7icv	Homo sapiens 	2.7.7.7	
3ej1	Homo sapiens 	2.7.11.22	
7icu	Homo sapiens 	2.7.7.7	
2dk6	Homo sapiens 	2.4.2.30	
7ict	Homo sapiens 	2.7.7.7	
2dk5	Homo sapiens 	2.7.7.6	
3raw	Homo sapiens 	2.7.12.1	
7ics	Homo sapiens 	2.7.7.7	
7icr	Homo sapiens 	2.7.7.7	
7icq	Homo sapiens 	2.7.7.7	
7icp	Homo sapiens 	2.7.7.7	
3ehi	Homo sapiens 	2.1.1.45	
7ico	Homo sapiens 	2.7.7.7	
2jw5	Homo sapiens 	2.7.7.7	
4fgb	Homo sapiens 	2.7.11.17	
2qbx	Homo sapiens 	2.7.10.1	
7icn	Homo sapiens 	2.7.7.7	
2qd9	Homo sapiens 	2.7.11.24	
3ktl	Homo sapiens 	2.5.1.18	
7icm	Homo sapiens 	2.7.7.7	
7icl	Homo sapiens 	2.7.7.7	
7ick	Homo sapiens 	2.7.7.7	
3rc0	Homo sapiens 	2.1.1	
7icj	Homo sapiens 	2.7.7.7	
7ici	Homo sapiens 	2.7.7.7	
3ral	Homo sapiens 	2.7.11.22	
1cjm	Homo sapiens 	2.8.2.1	
7ich	Homo sapiens 	2.7.7.7	
3rak	Homo sapiens 	2.7.11.22	
3eha	Homo sapiens 	2.7.11.1	
7icg	Homo sapiens 	2.7.7.7	
7icf	Homo sapiens 	2.7.7.7	
3rai	Homo sapiens 	2.7.11.22	
7ice	Homo sapiens 	2.7.7.7	
3rah	Homo sapiens 	2.7.11.22	
1k8o	Homo sapiens 	2.3.1.168	
1ivo	Homo sapiens 	2.7.10.1	
2wns	Homo sapiens 	2.4.2.10	
2wp3	Homo sapiens 	2.7.11.1	
1k8m	Homo sapiens 	2.3.1.168	
3egy	Homo sapiens 	2.1.1.45	
2y0m	Homo sapiens 	2.3.1.48	
3egu	Homo sapiens PBAT4	2.7.10.2	
2dhx	Homo sapiens 	2.4.2.30	
2l6w	Homo sapiens 	2.7.10.1	
2y0a	Homo sapiens 	2.7.11.1	
3egi	Homo sapiens 	2.1.1	
2l85	Homo sapiens 	2.3.1.48	
2l84	Homo sapiens 	2.3.1.48	
2wmx	Homo sapiens 	2.7.11.1	
2jv0	Homo sapiens 	2.1.1.43	
2wmw	Homo sapiens 	2.7.11.1	
2wmv	Homo sapiens 	2.7.11.1	
2wmu	Homo sapiens 	2.7.11.1	
2wo6	Homo sapiens 	2.7.12.1	
2wmt	Homo sapiens 	2.7.11.1	
4fg9	Homo sapiens 	2.7.11.17	
2wms	Homo sapiens 	2.7.11.1	
4fg8	Homo sapiens 	2.7.11.17	
2wmr	Homo sapiens 	2.7.11.1	
4fg7	Homo sapiens 	2.7.11.17	
2wmq	Homo sapiens 	2.7.11.1	
2wo3	Homo sapiens 	2.7.10.1	
3m5a	Homo sapiens 9606	2.1.1.43	
2wo2	Homo sapiens 	2.7.10.1	
1x27	Homo sapiens 	2.7.10.2	
2wo1	Homo sapiens 	2.7.10.1	
3eh9	Homo sapiens 	2.7.11.1	
3efw	Homo sapiens 	2.7.11.1	
3krx	Homo sapiens 	2.7.11.15	
3krw	Homo sapiens 	2.7.11.15	
3krr	Homo sapiens 	2.7.10.2	
2wmb	Homo sapiens 	2.7.11.22	
3efl	Homo sapiens 	2.7.10.1	
2wma	Homo sapiens 	2.7.11.22	
3efk	Homo sapiens 	2.7.10.1	
3efj	Homo sapiens 	2.7.10.1	
3efh	Homo sapiens 	2.7.6.1	
2l5s	Homo sapiens 	2.7.11.30	
3krl	Homo sapiens 	2.7.10.1	
4a9y	Homo sapiens 	2.7.11.24	
3krj	Homo sapiens 	2.7.10.1	
2qb5	Homo sapiens 	2.7.1.134	
2qb5	Homo sapiens 	2.7.1.159	
4a9u	Homo sapiens 	2.7.11.1	
4a9t	Homo sapiens 	2.7.11.1	
4a9s	Homo sapiens 	2.7.11.1	
4a9r	Homo sapiens 	2.7.11.1	
1k6m	Homo sapiens 	2.7.1.105	
4a9k	Homo sapiens 	2.3.1.48	
3kqy	Homo sapiens 	2.1.1.28	
3m59	Homo sapiens 9606	2.1.1.43	
3kqw	Homo sapiens 	2.1.1.28	
3eg3	Homo sapiens PBAT4	2.7.10.2	
3m58	Homo sapiens 9606	2.1.1.43	
3kqv	Homo sapiens 	2.1.1.28	
3eg2	Homo sapiens PBAT4	2.7.10.2	
3m57	Homo sapiens 9606	2.1.1.43	
3eg1	Homo sapiens PBAT4	2.7.10.2	
3m56	Homo sapiens 9606	2.1.1.43	
3kqt	Homo sapiens 	2.1.1.28	
3eg0	Homo sapiens PBAT4	2.7.10.2	
3m55	Homo sapiens 9606	2.1.1.43	
3kqs	Homo sapiens 	2.1.1.28	
3m54	Homo sapiens 9606	2.1.1.43	
3m53	Homo sapiens 9606	2.1.1.43	
3kqq	Homo sapiens 	2.1.1.28	
3kqp	Homo sapiens 	2.1.1.28	
3kqo	Homo sapiens 	2.1.1.28	
3kqm	Homo sapiens 	2.1.1.28	
2jrh	Homo sapiens 	2.7.11.25	
2wkm	Homo sapiens 	2.7.10.1	
3ef9	Homo sapiens 	2.1.1.45	
3edw	Homo sapiens 	2.1.1.45	
1x04	Homo sapiens 	2.3.1	
1x03	Homo sapiens 	2.3.1	
3kpy	Homo sapiens 	2.1.1.28	
3m2w	Homo sapiens 	2.7.11.1	
3kpw	Homo sapiens 	2.1.1.28	
3kr8	Homo sapiens 	2.4.2.30	
3kpv	Homo sapiens 	2.1.1.28	
3kr7	Homo sapiens 	2.4.2.30	
3kpu	Homo sapiens 	2.1.1.28	
3m42	Homo sapiens 	2.7.11.1	
3kr2	Homo sapiens 	2.1.1.28	
3kr1	Homo sapiens 	2.1.1.28	
3kr0	Homo sapiens 	2.1.1.28	
3kpj	Homo sapiens 	2.1.1.28	
2wju	Homo sapiens 	2.5.1.18	
4fbx	Homo sapiens 	2.7.11.1	
1irk	Homo sapiens 	2.7.10.1	
3ee5	Homo sapiens 	2.4.1.22	
3ee5	Homo sapiens 	2.4.1.38	
3ee5	Homo sapiens 	2.4.1.90	
3ecr	Homo sapiens 	2.5.1.61	
3kq7	Homo sapiens 	2.7.11.24	
3ee2	Homo sapiens 	2.5.1.18	
4a7c	Homo sapiens 	2.7.11.1	
3m1s	Homo sapiens 	2.7.11.1	
3m1s	Homo sapiens 	2.7.11.26	
2l2t	Homo sapiens 	2.7.10.1	
1cg6	Homo sapiens 	2.4.2.28	
1k3y	Homo sapiens 	2.5.1.18	
2wk6	Homo sapiens 	2.4.2.4	
1vjy	Homo sapiens 	2.7.11.30	
1k3o	Homo sapiens 	2.5.1.18	
2wk5	Homo sapiens 	2.4.2.4	
2wip	Homo sapiens 	2.7.11.22	
1k3l	Homo sapiens 	2.5.1.18	
4fap	Homo sapiens 	2.7.11.1	
4fao	Homo sapiens 	2.7.11.30	
3ed7	Homo sapiens 	2.1.1.45	
3ebu	Homo sapiens 	2.1.1.45	
2wih	Homo sapiens 	2.7.11.22	
4a6e	Homo sapiens 	2.1.1.4	
1k3a	Homo sapiens 	2.7.10.1	
4a6d	Homo sapiens 	2.1.1.4	
2dcr	Homo sapiens 	2.7.10.2	
2de0	Homo sapiens 	2.4.1.68	
1cf4	Homo sapiens 	2.7.10.2	
1cf4	Homo sapiens 	2.7.11.1	
2l31	Homo sapiens 	2.4.2.30	
2l30	Homo sapiens 	2.4.2.30	
1ir3	Homo sapiens 	2.7.10.1	
3qzi	Homo sapiens 	2.7.11.22	
1k2p	Homo sapiens 	2.7.10.2	
3qzh	Homo sapiens 	2.7.11.22	
3qzg	Homo sapiens 	2.7.11.22	
3knb	Homo sapiens 	2.7.11.1	
3qzf	Homo sapiens 	2.7.11.22	
3eaz	Homo sapiens BL21(DE3)	2.7.10.2	
3eaw	Homo sapiens 	2.1.1.45	
3kmw	Homo sapiens 	2.7.11.1	
3kmu	Homo sapiens 	2.7.11.1	
2whb	Homo sapiens 	2.7.11.22	
3m11	Homo sapiens 	2.7.11.1	
3kmo	Homo sapiens 	2.5.1.18	
2pzy	Homo sapiens 	2.7.11.1	
3kmn	Homo sapiens 	2.5.1.18	
3kmm	Homo sapiens 	2.7.10.2	
2dbm	Homo sapiens 	2.3.1	
4a4x	Homo sapiens 	2.7.11.1	
2dbj	Homo sapiens 	2.7.10.1	
3eac	Homo sapiens BL21(DE3)	2.7.10.2	
2pzr	Homo sapiens 	2.7.10.1	
2pzp	Homo sapiens 	2.7.10.1	
2l0g	Homo sapiens 	2.7.7.7	
2l0f	Homo sapiens 	2.7.7.7	
4a4o	Homo sapiens 	2.7.11.21	
4a4l	Homo sapiens 	2.7.11.21	
1k1f	Homo sapiens 	2.7.11.1	
2wgj	Homo sapiens 	2.7.10.1	
3kn6	Homo sapiens 	2.7.11.1	
3qxy	Homo sapiens 	2.1.1	
3kn5	Homo sapiens 	2.7.11.1	
2jo8	Homo sapiens 	2.7.11.1	
2daq	Homo sapiens 	2.1.1.43	
3qxp	Homo sapiens 	2.7.11.22	
3qxo	Homo sapiens 	2.7.11.22	
2wfy	Homo sapiens 	2.7.11.22	
1k27	Homo sapiens 	2.4.2.28	
3km6	Homo sapiens 	2.5.1.18	
2l05	Homo sapiens 	2.7.11.1	
3qwq	Homo sapiens 	2.7.10.1	
3qwp	Homo sapiens 	2.1.1.43	
3s9o	Homo sapiens 	2.7.10.2	
2pz5	Homo sapiens 	2.7.10.1	
3qwk	Homo sapiens 	2.7.11.22	
2wev	Homo sapiens 	2.7.11.22	
3qwj	Homo sapiens 	2.7.11.22	
3kka	Homo sapiens 	2.7.10.1	
2pxi	Homo sapiens 	2.7.7.7	
2jld	Homo sapiens 	2.7.11.1	
2jld	Homo sapiens 	2.7.11.26	
2wel	Homo sapiens 	2.7.11.17	
3qvv	Homo sapiens 	2.8.2.1	
3qvu	Homo sapiens 	2.8.2.1	
3s8s	Homo sapiens 	2.1.1.43	
3qx4	Homo sapiens 	2.7.11.22	
3qx2	Homo sapiens 	2.7.11.22	
3s8p	Homo sapiens 	2.1.1.43	
2r9s	Homo sapiens 	2.7.11.24	
1cb0	Homo sapiens 	2.4.2.28	
1k05	Homo sapiens 	2.7.10.2	
1k04	Homo sapiens 	2.7.10.2	
2py3	Homo sapiens 	2.7.10.1	
3kjd	Homo sapiens 	2.4.2.30	
2pwl	Homo sapiens 	2.7.10.1	
1oz1	Homo sapiens 	2.7.11.24	
3qvb	Homo sapiens 	2.4.1.186	
4a1g	Homo sapiens 	2.7.11.1	
16gs	Homo sapiens 	2.5.1.18	
3s95	Homo sapiens 	2.7.11.1	
2pvy	Homo sapiens 	2.7.10.1	
2px6	Homo sapiens 	2.3.1.38	
2px6	Homo sapiens 	2.3.1.39	
2px6	Homo sapiens 	2.3.1.41	
2px6	Homo sapiens 	2.3.1.85	
2pvr	Homo sapiens 	2.7.11.1	
3s7j	Homo sapiens 	2.1.1.43	
