PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
2vrl	Homo sapiens 	1.4.3.4	
4eji	Homo sapiens 	1.14.14.1	
2pfg	Homo sapiens 	1.1.1.184	
2pfg	Homo sapiens 	1.1.1.189	
2pfg	Homo sapiens 	1.1.1.197	
4ejh	Homo sapiens 	1.14.14.1	
4ejg	Homo sapiens 	1.14.14.1	
1w73	Homo sapiens 	1.3.1.34	
2clu	Homo sapiens 	1.16.3.1	
2cn7	Homo sapiens 	1.16.3.1	
2cn6	Homo sapiens 	1.16.3.1	
3tjs	Homo sapiens 	1.14.13.157	
3tjs	Homo sapiens 	1.14.13.32	
3tjs	Homo sapiens 	1.14.13.67	
3tjs	Homo sapiens 	1.14.13.97	
4bcz	Homo sapiens 	1.15.1.1	
4bcy	Homo sapiens 	1.15.1.1	
2h63	Homo sapiens 	1.3.1.24	
3gqf	Homo sapiens 	1.15.1.1	
2pev	Homo sapiens 	1.1.1.21	
3tjm	Homo sapiens 	1.1.1.100	
3tjm	Homo sapiens 	1.3.1.10	
2pg7	Homo sapiens 	1.14.14.1	
2pg6	Homo sapiens 	1.14.14.1	
3tjk	Homo sapiens 	1.11.1.15	
2pg5	Homo sapiens 	1.14.14.1	
3tjj	Homo sapiens 	1.11.1.15	
3tjg	Homo sapiens 	1.11.1.15	
3tjf	Homo sapiens 	1.11.1.15	
4hoo	Homo sapiens 	1.14.11	
3dl9	Homo sapiens 	1.14.13.159	
3tjb	Homo sapiens 	1.11.1.15	
4hon	Homo sapiens 	1.14.11	
1t09	Homo sapiens 	1.1.1.42	
3djj	Homo sapiens 	1.8.1.7	
1urm	Homo sapiens 	1.11.1.15	
3qe2	Homo sapiens 	1.6.2.4	
3djg	Homo sapiens 	1.8.1.7	
2pdy	Homo sapiens 	1.1.1.21	
3gph	Homo sapiens 	1.14.13	
2pdx	Homo sapiens 	1.1.1.21	
3tk0	Homo sapiens 	1.8.3.2	
2pdw	Homo sapiens 	1.1.1.21	
2pf8	Homo sapiens 	1.1.1.21	
2pdu	Homo sapiens 	1.1.1.21	
3gpd	Homo sapiens 	1.2.1.12	
4bd4	Homo sapiens 	1.15.1.1	
2ckj	Homo sapiens 	1.17.1.4	
2ckj	Homo sapiens 	1.17.3.2	
2vr8	Homo sapiens 	1.15.1.1	
4bbq	Homo sapiens 	1.14.11.27	
2pdq	Homo sapiens 	1.1.1.21	
2vr7	Homo sapiens 	1.15.1.1	
2pdp	Homo sapiens 	1.1.1.21	
2vr6	Homo sapiens 	1.15.1.1	
1oez	Homo sapiens 	1.15.1.1	
2fqi	Homo sapiens 	1.3.5.2	
2pdn	Homo sapiens 	1.1.1.21	
2pdm	Homo sapiens 	1.1.1.21	
2pdl	Homo sapiens 	1.1.1.21	
3dk9	Homo sapiens 	1.8.1.7	
2pdk	Homo sapiens 	1.1.1.21	
3dk8	Homo sapiens 	1.8.1.7	
2pdj	Homo sapiens 	1.1.1.21	
2pdi	Homo sapiens 	1.1.1.21	
1og5	Homo sapiens 	1.14.13.48	
1og5	Homo sapiens 	1.14.13.49	
1og5	Homo sapiens 	1.14.13.80	
2pdh	Homo sapiens 	1.1.1.21	
2pdg	Homo sapiens 	1.1.1.21	
3dk4	Homo sapiens 	1.8.1.7	
2pdf	Homo sapiens 	1.1.1.21	
3juv	Homo sapiens 	1.14.13.70	
1og2	Homo sapiens 	1.14.13.48	
1og2	Homo sapiens 	1.14.13.49	
1og2	Homo sapiens 	1.14.13.80	
2pdc	Homo sapiens 	1.1.1.21	
3jus	Homo sapiens 	1.14.13.70	
2pdb	Homo sapiens 	1.1.1.21	
3acl	Homo sapiens 	1.13.11.24	
1us1	Homo sapiens 	1.4.3.21	
2fpy	Homo sapiens 	1.3.5.2	
1us0	Homo sapiens 	1.1.1.21	
2fpv	Homo sapiens 	1.3.5.2	
2k8v	Homo sapiens 	1.8.4.2	
2fpt	Homo sapiens 	1.3.5.2	
1equ	Homo sapiens 	1.1.1.62	
2vq3	Homo sapiens 	1.16.1	
2vq3	Homo sapiens 	1.16.1.2	
1hwl	Homo sapiens 	1.1.1.34	
1hwk	Homo sapiens 	1.1.1.34	
1hwj	Homo sapiens 	1.1.1.34	
1hwi	Homo sapiens 	1.1.1.34	
2iuw	Homo sapiens 	1.14.11	
2h1s	Homo sapiens 	1.1.1.79	
2h1s	Homo sapiens 	1.1.1.81	
3dhe	Homo sapiens 	1.1.1.62	
2pd9	Homo sapiens 	1.1.1.21	
3tgm	Homo sapiens 	1.14.99.3	
4bb6	Homo sapiens 	1.1.1.146	
2pd6	Homo sapiens 	1.1.1.239	
2pd6	Homo sapiens 	1.1.1.62	
4bb5	Homo sapiens 	1.1.1.146	
2pd5	Homo sapiens 	1.1.1.21	
3qag	Homo sapiens 	1.20.4.2	
3qag	Homo sapiens 	1.8.5.1	
2cih	Homo sapiens 	1.16.3.1	
1z8a	Homo sapiens 	1.1.1.21	
2vns	Homo sapiens 	1.16.1.2	
1j8u	Homo sapiens 	1.14.16.1	
1j8t	Homo sapiens 	1.14.16.1	
3jsx	Homo sapiens 	1.6.5.2	
1rk7	Homo sapiens 	1.15.1.1	
1xw4	Homo sapiens 	1.8.98.2	
1xw3	Homo sapiens 	1.8.98.2	
2vna	Homo sapiens 	1.3.1.48	
3tfq	Homo sapiens 	1.1.1.146	
2chi	Homo sapiens 	1.16.3.1	
1hw9	Homo sapiens 	1.1.1.34	
1hw8	Homo sapiens 	1.1.1.34	
1j96	Homo sapiens 	1.1.1.213	
1j96	Homo sapiens 	1.3.1.20	
2yu2	Homo sapiens 	1.14.11.27	
1z6z	Homo sapiens 	1.1.1.153	
2yu1	Homo sapiens 	1.14.11.27	
2pah	Homo sapiens 	1.14.16.1	
1z89	Homo sapiens 	1.1.1.21	
1w0g	Homo sapiens 	1.14.13.157	
1w0g	Homo sapiens 	1.14.13.32	
1w0g	Homo sapiens 	1.14.13.67	
1w0g	Homo sapiens 	1.14.13.97	
2cgo	Homo sapiens 	1.14.11	
2cgo	Homo sapiens 	1.14.11.30	
1w0f	Homo sapiens 	1.14.13.157	
1w0f	Homo sapiens 	1.14.13.32	
1w0f	Homo sapiens 	1.14.13.67	
1w0f	Homo sapiens 	1.14.13.97	
2cgn	Homo sapiens 	1.14.11	
2cgn	Homo sapiens 	1.14.11.30	
3tem	Homo sapiens 	1.10.99.2	
1w0e	Homo sapiens 	1.14.13.157	
1w0e	Homo sapiens 	1.14.13.32	
1w0e	Homo sapiens 	1.14.13.67	
1w0e	Homo sapiens 	1.14.13.97	
2iu2	Homo sapiens 	1.16.3.1	
3zs1	Homo sapiens 	1.11.2.2	
3zs0	Homo sapiens 	1.11.2.2	
1bhs	Homo sapiens 	1.1.1.62	
3dey	Homo sapiens 	1.1.1.62	
2isf	Homo sapiens 	1.1.1.21	
2vn0	Homo sapiens 	1.14.14.1	
1oc3	Homo sapiens M15	1.11.1.15	
1xu9	Homo sapiens 	1.1.1.146	
4edf	Homo sapiens 	1.1.1.22	
1xu7	Homo sapiens 	1.1.1.146	
2cfy	Homo sapiens 	1.8.1.9	
3l3r	Homo sapiens 	1.5.1.3	
2vle	Homo sapiens 	1.2.1.3	
3tf5	Homo sapiens 	1.1.1.22	
1umk	Homo sapiens 	1.6.2.2	
2irw	Homo sapiens 	1.1.1.146	
1htb	Homo sapiens 	1.1.1.1	
3tdk	Homo sapiens 	1.1.1.22	
1hsz	Homo sapiens 	1.1.1.1	
2cfi	Homo sapiens 	1.5.1.6	
3tda	Homo sapiens 	1.14.14.1	
1hso	Homo sapiens 	1.1.1.1	
3o8y	Homo sapiens 	1.13.11.34	
3gl6	Homo sapiens 	1.14.11	
3te7	Homo sapiens 	1.10.99.2	
2cg5	Homo sapiens 	1.1.1.100	
2cg5	Homo sapiens 	1.3.1.10	
2is7	Homo sapiens 	1.1.1.21	
2vl9	Homo sapiens M15	1.11.1.15	
2cei	Homo sapiens 	1.16.3.1	
2vl3	Homo sapiens M15	1.11.1.15	
2vl2	Homo sapiens M15	1.11.1.15	
2iqd	Homo sapiens 	1.1.1.21	
1ht0	Homo sapiens 	1.1.1.1	
2ypd	Homo sapiens 	1.14.11	
1z3n	Homo sapiens 	1.1.1.21	
2ipw	Homo sapiens 	1.1.1.21	
3tbg	Homo sapiens 	1.14.14.1	
2ipj	Homo sapiens 	1.1.1.213	
2ipj	Homo sapiens 	1.3.1.20	
1em1	Homo sapiens 	1.15.1.1	
1m9r	Homo sapiens 	1.14.13.39	
3ghw	Homo sapiens 	1.5.1.3	
1m9q	Homo sapiens 	1.14.13.39	
3ghv	Homo sapiens 	1.5.1.3	
3ghu	Homo sapiens 	1.1.1.21	
3ght	Homo sapiens 	1.1.1.21	
3ghs	Homo sapiens 	1.1.1.21	
1m9m	Homo sapiens 	1.14.13.39	
3ghr	Homo sapiens 	1.1.1.21	
2vig	Homo sapiens 	1.3.8.1	
1ekg	Homo sapiens 	1.16.3.1	
1m9k	Homo sapiens 	1.14.13.39	
1m9j	Homo sapiens 	1.14.13.39	
3ghc	Homo sapiens 	1.5.1.3	
2iq0	Homo sapiens 	1.1.1.21	
4hfr	Homo sapiens 	1.1.1.146	
1el3	Homo sapiens 	1.1.1.21	
3dax	Homo sapiens 	1.14.13.17	
3gi2	Homo sapiens 	1.5.1.3	
2inz	Homo sapiens 	1.1.1.21	
3o73	Homo sapiens 	1.10.99.2	
3zli	Homo sapiens 	1.14.11	
2ozl	Homo sapiens 	1.2.4.1	
2ine	Homo sapiens 	1.1.1.21	
2fha	Homo sapiens 	1.16.3.1	
1j1l	Homo sapiens 	1.13.11.24	
1kw0	Homo sapiens 	1.14.16.1	
3o4r	Homo sapiens 	1.1.1.184	
2lu5	Homo sapiens 	1.15.1.1	
1nzz	Homo sapiens 	1.2.1.3	
1m6w	Homo sapiens 	1.1.1.1	
1m6w	Homo sapiens 	1.1.1.284	
1nzx	Homo sapiens 	1.2.1.3	
1nzw	Homo sapiens 	1.2.1.3	
2fgb	Homo sapiens 	1.1.1.112	
2fgb	Homo sapiens 	1.1.1.188	
2fgb	Homo sapiens 	1.1.1.213	
2fgb	Homo sapiens 	1.1.1.239	
2fgb	Homo sapiens 	1.1.1.64	
2fgb	Homo sapiens 	1.3.1.20	
3ms5	Homo sapiens 	1.14.11.1	
1m6h	Homo sapiens 	1.1.1.1	
1m6h	Homo sapiens 	1.1.1.284	
1z11	Homo sapiens 	1.14.14.1	
1z10	Homo sapiens 	1.14.14.1	
2ilt	Homo sapiens 	1.1.1.146	
2ilm	Homo sapiens 	1.14.11	
2ilm	Homo sapiens 	1.14.11.30	
4nos	Homo sapiens 	1.14.13.39	
1m76	Homo sapiens 	1.1.1.35	
1m75	Homo sapiens 	1.1.1.35	
1ege	Homo sapiens 	1.3.8.7	
1egd	Homo sapiens 	1.3.8.7	
1egc	Homo sapiens 	1.3.8.7	
3o2n	Homo sapiens 	1.10.99.2	
3mph	Homo sapiens 	1.4.3.22	
3o2g	Homo sapiens 	1.14.11.1	
3r8h	Homo sapiens 	1.1.1.112	
3r8h	Homo sapiens 	1.1.1.188	
3r8h	Homo sapiens 	1.1.1.213	
3r8h	Homo sapiens 	1.1.1.239	
3r8h	Homo sapiens 	1.1.1.64	
3r8h	Homo sapiens 	1.3.1.20	
3r8g	Homo sapiens 	1.1.1.112	
3r8g	Homo sapiens 	1.1.1.188	
3r8g	Homo sapiens 	1.1.1.213	
3r8g	Homo sapiens 	1.1.1.239	
3r8g	Homo sapiens 	1.1.1.64	
3r8g	Homo sapiens 	1.3.1.20	
2ikj	Homo sapiens 	1.1.1.21	
2iki	Homo sapiens 	1.1.1.21	
2ikh	Homo sapiens 	1.1.1.21	
2ikg	Homo sapiens 	1.1.1.21	
1efl	Homo sapiens 	1.1.1.38	
2q9g	Homo sapiens 	1.14.13.98	
1efk	Homo sapiens 	1.1.1.38	
2q9f	Homo sapiens 	1.14.13.98	
1xkt	Homo sapiens 	1.1.1.100	
1xkt	Homo sapiens 	1.3.1.10	
2fdy	Homo sapiens 	1.14.14.1	
2fdw	Homo sapiens 	1.14.14.1	
3r94	Homo sapiens 	1.1.1.112	
3r94	Homo sapiens 	1.1.1.188	
3r94	Homo sapiens 	1.1.1.213	
3r94	Homo sapiens 	1.1.1.239	
3r94	Homo sapiens 	1.1.1.64	
3r94	Homo sapiens 	1.3.1.20	
2fdv	Homo sapiens 	1.14.14.1	
2fdu	Homo sapiens 	1.14.14.1	
3r7m	Homo sapiens 	1.1.1.112	
3r7m	Homo sapiens 	1.1.1.188	
3r7m	Homo sapiens 	1.1.1.213	
3r7m	Homo sapiens 	1.1.1.239	
3r7m	Homo sapiens 	1.1.1.64	
3r7m	Homo sapiens 	1.3.1.20	
2vcy	Homo sapiens 	1.3.1.38	
1ba9	Homo sapiens 	1.15.1.1	


